AÑO,TOTAL MATRICULADOS,MATRICULADOS MUJERES POR PROGRAMA,MATRICULADOS HOMBRES POR PROGRAMA,TOTAL MATRICULADOS PRIMER AÑO,MATRICULADOS MUJERES PRIMER AÑO,MATRICULADOS HOMBRES PRIMER AÑO,REGIÓN,PROVINCIA,COMUNA,NOMBRE CARRERA,ÁREA DEL CONOCIMIENTO,ÁREA CARRERA GENÉRICA
MAT_2024,9,3.0,6.0,3.0,2.0,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DOCTORADO EN CIENCIAS DEL EJERCICIO,Educación,Doctorado en Educación
MAT_2024,5,,5.0,2.0,,2.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN CARDIOLOGIA,Salud,Postítulo en Salud
MAT_2024,5,1.0,4.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN MEDICINA DE URGENCIA Y MEDICINA INTENSIVA,Salud,Postítulo en Salud
MAT_2024,8,3.0,5.0,2.0,1.0,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE ESPECIALISTA EN MEDICINA INTENSIVA,Salud,Postítulo en Salud
MAT_2024,4,1.0,3.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE SUBESPECIALISTA EN MEDICINA INTENSIVA,Salud,Postítulo en Salud
MAT_2024,14,10.0,4.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,TITULO PROFESIONAL DE ESPECIALISTA EN ORTODONCIA Y ORTOPEDIA DENTO MAXILOFACIAL,Salud,Postítulo en Salud
MAT_2024,46,37.0,9.0,23.0,18.0,5.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,ACTUACION Y CREACION TEATRAL,Arte y Arquitectura,Actuación y Teatro
MAT_2024,8,4.0,4.0,8.0,4.0,4.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,"DIPLOMADO BIM, GESTION, MODELACION Y COORDINACION EN PROYECTOS DE ARQUITECTURA",Arte y Arquitectura,Postítulo en Arte y Arquitectura
MAT_2024,35,26.0,9.0,34.0,26.0,8.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN DOCENCIA CLINICA Y TUTORIAS EN CARRERAS DE CIENCIAS DE LA SALUD,Educación,Postítulo en Educación
MAT_2024,6,3.0,3.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,DOCTORADO INTERDISCIPLINARIO EN HUMANIDADES,Humanidades,Doctorado en Humanidades
MAT_2024,12,4.0,8.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,LICENCIATURA EN ARTES,Arte y Arquitectura,Artes y Licenciatura en Artes
MAT_2024,14,5.0,9.0,14.0,5.0,9.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,"MAGISTER EN CIENCIAS DE LA INGENIERIA MSC, CON MENCION EN INGENIERIA INDUSTRIAL E INGENIERIA INFORMATICA",Tecnología,Magister en Tecnología
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MAGISTER EN FINANZAS Y BUSINESS INTELLIGENCE,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,23,10.0,13.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,MBA EN NEGOCIOS SOSTENIBLES,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,4,3.0,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE SUBESPECIALISTA EN CIRUGIA PLASTICA Y RECONSTRUCTIVA,Salud,Postítulo en Salud
MAT_2024,2,2.0,,1.0,1.0,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE PERFECCIONAMIENTO EN EPILEPSIA Y ELECTROENCEFALOGRAFIA PEDIATRICA,Salud,Postítulo en Salud
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE FORMACION DE SUBESPECIALIDAD EN COLOPROCTOLOGIA,Salud,Postítulo en Salud
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE PERFECCIONAMIENTO EN RADIOLOGIA INFANTIL,Salud,Postítulo en Salud
MAT_2024,2,,2.0,1.0,,1.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PROGRAMA DE PERFECCIONAMIENTO CIRUGIA BARIATRICA Y METABOLICA,Salud,Postítulo en Salud
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO HUMANIDADES DIGITALES,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,58,15.0,43.0,58.0,15.0,43.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,INGENIERIA CIVIL EN REALIDAD VIRTUAL Y VIDEOJUEGOS,Tecnología,Otras Ingenierías Civiles
MAT_2024,21,7.0,14.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO DE GESTION DEL RIESGO DE DESASTRES EN CHILE NUEVA INSTITUCIONALIDAD Y OPERATIVA,Tecnología,Postítulo en Tecnología
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,DIPLOMADO EN ESCRITURA AUDIOVISUAL,Arte y Arquitectura,Postítulo en Arte y Arquitectura
MAT_2024,369,173.0,196.0,80.0,40.0,40.0,Región Metropolitana,SANTIAGO,PROVIDENCIA,PERIODISMO,Ciencias Sociales,Periodismo
MAT_2024,48,33.0,15.0,,,,Región Metropolitana,SANTIAGO,PROVIDENCIA,ACTUACION,Arte y Arquitectura,Actuación y Teatro
MAT_2024,1469,419.0,1050.0,274.0,99.0,175.0,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA CIVIL INDUSTRIAL,Tecnología,Ingeniería Civil Industrial
MAT_2024,2,2.0,,,,,Región Metropolitana,SANTIAGO,SANTIAGO,"POSTITULO EN EDUCACION MENCION HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES",Educación,Postítulo en Educación
MAT_2024,34,28.0,6.0,1.0,1.0,,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION CIENCIAS NATURALES,Educación,Postítulo en Educación
MAT_2024,85,70.0,15.0,27.0,20.0,7.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION LENGUAJE Y COMUNICACION,Educación,Postítulo en Educación
MAT_2024,69,50.0,19.0,29.0,20.0,9.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION EDUCACION MATEMATICA,Educación,Postítulo en Educación
MAT_2024,846,93.0,753.0,173.0,25.0,148.0,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA CIVIL EN INFORMATICA Y TELECOMUNICACIONES,Tecnología,Ingeniería Civil en Computación e Informática
MAT_2024,5,1.0,4.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN CLINICA PSICOANALITICA DE ADULTOS,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,201,158.0,43.0,58.0,46.0,12.0,Región Metropolitana,SANTIAGO,SANTIAGO,ARTES VISUALES,Arte y Arquitectura,Artes y Licenciatura en Artes
MAT_2024,92,36.0,56.0,16.0,6.0,10.0,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN INDUSTRIA Y LOGISTICA,Tecnología,Ingeniería Industrial
MAT_2024,1162,781.0,381.0,230.0,160.0,70.0,Región Metropolitana,SANTIAGO,SANTIAGO,PSICOLOGIA,Ciencias Sociales,Psicología
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN EDICION,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,4,3.0,1.0,4.0,3.0,1.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN EDICION (SEMIPRESENCIAL),Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,458,276.0,182.0,128.0,84.0,44.0,Región Metropolitana,SANTIAGO,SANTIAGO,PUBLICIDAD,Ciencias Sociales,Publicidad
MAT_2024,79,57.0,22.0,18.0,13.0,5.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN PSICOLOGIA JURIDICA Y FORENSE,Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,44,31.0,13.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN EDICION,Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,42,29.0,13.0,21.0,12.0,9.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN EDICION (SEMIPRESENCIAL),Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,33,20.0,13.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,PEDAGOGIA EN LENGUA CASTELLANA Y COMUNICACION,Educación,"Pedagogía en Lenguaje, Comunicación y/o Castellano"
MAT_2024,47,15.0,32.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,PEDAGOGIA EN HISTORIA Y CIENCIAS SOCIALES,Educación,"Pedagogía en Historia, Geografía y Ciencias Sociales"
MAT_2024,4,,4.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN INFORMATICA Y GESTION,Tecnología,Ingeniería en Computación e Informática
MAT_2024,126,17.0,109.0,29.0,6.0,23.0,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN INFORMATICA Y GESTION,Tecnología,Ingeniería en Computación e Informática
MAT_2024,466,230.0,236.0,108.0,58.0,50.0,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN CONTROL DE GESTION,Administración y Comercio,Ingeniería en Control de Gestión
MAT_2024,3,1.0,2.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,177,107.0,70.0,36.0,23.0,13.0,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Administración y Comercio,Administración de Empresas e Ing. Asociadas
MAT_2024,98,36.0,62.0,13.0,2.0,11.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN DIRECCION DE EMPRESAS MBA,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,1492,787.0,705.0,267.0,132.0,135.0,Región Metropolitana,SANTIAGO,SANTIAGO,DERECHO,Derecho,Derecho
MAT_2024,15,14.0,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN DESARROLLO COGNITIVO MENCION EVALUACION DINAMICA DE LA PROPENSION DEL APRENDIZAJE,Educación,Magister en Educación
MAT_2024,54,21.0,33.0,22.0,10.0,12.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN CIENCIAS DE LA INGENIERIA,Tecnología,Magister en Tecnología
MAT_2024,63,19.0,44.0,23.0,8.0,15.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN PENSAMIENTO CONTEMPORANEO: FILOSOFIA Y PENSAMIENTO POLITICO,Humanidades,Magister en Humanidades
MAT_2024,18,8.0,10.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN PSICOLOGIA MENCION EN PSICOLOGIA SOCIAL,Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,2,1.0,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN NORMAS INTERNACIONALES DE INFORMACION FINANCIERA,Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,28,18.0,10.0,18.0,12.0,6.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN NORMAS INTERNACIONALES DE INFORMACION FINANCIERA (EN LINEA),Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,29,15.0,14.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN PSICOLOGIA MENCION TEORIA Y CLINICA PSICOANALITICA,Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,50,15.0,35.0,2.0,1.0,1.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN FINANZAS,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,7,5.0,2.0,7.0,5.0,2.0,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN PSICOLOGIA CLINICA: ESPECIALISTA EN PSICOTERAPIA HUMANISTA TRANSPERSONAL,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,15,14.0,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN PSICOLOGIA CLINICA: ESPECIALISTA EN PSICOTERAPIA HUMANISTA TRANSPERSONAL,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,20,11.0,9.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN METODOS CUANTITATIVOS PARA LA INVESTIGACION SOCIAL,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,26,11.0,15.0,18.0,9.0,9.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN METODOS CUANTITATIVOS PARA LA INVESTIGACION SOCIAL (EN LINEA),Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,30,15.0,15.0,24.0,13.0,11.0,Región Metropolitana,SANTIAGO,SANTIAGO,"DIPLOMADO EN DERECHO LABORAL, REFORMA PROCESAL Y LITIGACION",Derecho,Postítulo en Derecho
MAT_2024,11,3.0,8.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN LIDERAZGO Y GESTION EDUCATIVA,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,59,36.0,23.0,28.0,18.0,10.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN LIDERAZGO Y GESTION EDUCATIVA (SEMIPRESENCIAL),Administración y Comercio,Magister en Administración y Comercio
MAT_2024,16,16.0,,,,,Región Metropolitana,SANTIAGO,SANTIAGO,POSTITULO EN EDUCACION MENCION PRIMER CICLO DE EDUCACION BASICA,Educación,Postítulo en Educación
MAT_2024,14,3.0,11.0,4.0,,4.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN PENSAMIENTO CONTEMPORANEO: FILOSOFIA Y PENSAMIENTO POLITICO,Humanidades,Postítulo en Humanidades
MAT_2024,8,7.0,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN DOCENCIA PARA LAS CARRERAS DE LA SALUD (SEMIPRESENCIAL),Educación,Postítulo en Educación
MAT_2024,37,7.0,30.0,12.0,3.0,9.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN DERECHO CIVIL PATRIMONIAL (EN LINEA),Derecho,Magister en Derecho
MAT_2024,19,9.0,10.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN METODOS CUALITATIVOS PARA LA INVESTIGACION SOCIAL,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,21,13.0,8.0,19.0,13.0,6.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN METODOS CUALITATIVOS PARA LA INVESTIGACION SOCIAL (EN LINEA),Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,10,7.0,3.0,2.0,2.0,,Región Metropolitana,SANTIAGO,SANTIAGO,DOCTORADO EN EDUCACION SUPERIOR,Educación,Doctorado en Educación
MAT_2024,76,39.0,37.0,22.0,13.0,9.0,Región Metropolitana,SANTIAGO,SANTIAGO,ESPECIALIZACION EN ANESTESIOLOGIA Y REANIMACION,Salud,Postítulo en Salud
MAT_2024,35,18.0,17.0,9.0,6.0,3.0,Región Metropolitana,SANTIAGO,SANTIAGO,ESPECIALIZACION EN CIRUGIA GENERAL,Salud,Postítulo en Salud
MAT_2024,51,22.0,29.0,13.0,6.0,7.0,Región Metropolitana,SANTIAGO,SANTIAGO,ESPECIALIZACION EN PSIQUIATRIA Y SALUD MENTAL,Salud,Postítulo en Salud
MAT_2024,44,20.0,24.0,11.0,2.0,9.0,Región Metropolitana,SANTIAGO,SANTIAGO,ESPECIALIZACION EN MEDICINA INTERNA,Salud,Postítulo en Salud
MAT_2024,1646,575.0,1071.0,366.0,136.0,230.0,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA COMERCIAL,Administración y Comercio,Ingeniería Comercial
MAT_2024,141,30.0,111.0,132.0,28.0,104.0,Región Metropolitana,SANTIAGO,SANTIAGO,INGENIERIA CIVIL PLAN COMUN,Tecnología,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería"
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN DESARROLLO ORGANIZACIONAL Y GESTION ESTRATEGICA DE PERSONAS,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,34,4.0,30.0,13.0,1.0,12.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN FINANZAS E INVERSIONES,Administración y Comercio,Magister en Administración y Comercio
MAT_2024,75,39.0,36.0,15.0,7.0,8.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN METODOS PARA LA INVESTIGACION SOCIAL,Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,52,28.0,24.0,16.0,10.0,6.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN POLITICAS PUBLICAS,Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN TERRITORIO Y PAISAJE,Arte y Arquitectura,Magister en Arte y Arquitectura
MAT_2024,270,259.0,11.0,55.0,53.0,2.0,Región Metropolitana,SANTIAGO,SANTIAGO,OBSTETRICIA Y NEONATOLOGIA,Salud,Obstetricia y Puericultura
MAT_2024,16,12.0,4.0,1.0,1.0,,Región Metropolitana,SANTIAGO,SANTIAGO,DOCTORADO EN DERECHO,Derecho,Doctorado en Derecho
MAT_2024,24,16.0,8.0,4.0,3.0,1.0,Región Metropolitana,SANTIAGO,SANTIAGO,DOCTORADO EN EDUCACION,Educación,Doctorado en Educación
MAT_2024,20,3.0,17.0,4.0,2.0,2.0,Región Metropolitana,SANTIAGO,SANTIAGO,DOCTORADO EN FILOSOFIA,Humanidades,Doctorado en Humanidades
MAT_2024,19,5.0,14.0,5.0,3.0,2.0,Región Metropolitana,SANTIAGO,SANTIAGO,ESPECIALIZACION EN TRAUMATOLOGIA Y ORTOPEDIA,Salud,Postítulo en Salud
MAT_2024,456,233.0,223.0,95.0,42.0,53.0,Región Metropolitana,SANTIAGO,SANTIAGO,KINESIOLOGIA,Salud,Kinesiología
MAT_2024,233,218.0,15.0,77.0,74.0,3.0,Región Metropolitana,SANTIAGO,SANTIAGO,PEDAGOGIA EN EDUCACION DIFERENCIAL CON MENCION EN DESARROLLO COGNITIVO,Educación,Pedagogía en Educación Diferencial
MAT_2024,4,3.0,1.0,1.0,1.0,,Región Metropolitana,SANTIAGO,SANTIAGO,ESPECIALIZACION EN RADIOTERAPIA ONCOLOGICA,Salud,Postítulo en Salud
MAT_2024,3,2.0,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN GERENCIA ESTRATEGICA DE INSTITUCIONES DE SALUD,Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,12,7.0,5.0,10.0,6.0,4.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN GERENCIA ESTRATEGICA DE INSTITUCIONES DE SALUD: UN ENFOQUE HACIA LA CALIDAD ASISTENCIAL,Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,80,54.0,26.0,27.0,19.0,8.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO HERRAMIENTAS PARA LA GESTION TECNICO PEDAGOGICA (EN LINEA),Educación,Postítulo en Educación
MAT_2024,44,28.0,16.0,24.0,13.0,11.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS,Derecho,Magister en Derecho
MAT_2024,306,203.0,103.0,1.0,1.0,,Región Metropolitana,SANTIAGO,SANTIAGO,PEDAGOGIA EN INGLES,Educación,Pedagogía en Idiomas
MAT_2024,111,75.0,36.0,105.0,71.0,34.0,Región Metropolitana,SANTIAGO,SANTIAGO,PEDAGOGIA EN INGLES,Educación,Pedagogía en Idiomas
MAT_2024,10,5.0,5.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN DERECHO LABORAL COLECTIVO,Derecho,Postítulo en Derecho
MAT_2024,9,5.0,4.0,4.0,3.0,1.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN DERECHO LABORAL COLECTIVO (EN LINEA),Derecho,Postítulo en Derecho
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DOCTORADO EN CIENCIA POLITICA,Ciencias Sociales,Doctorado en Ciencias Sociales
MAT_2024,24,10.0,14.0,4.0,2.0,2.0,Región Metropolitana,SANTIAGO,SANTIAGO,DOCTORADO EN PSICOLOGIA,Ciencias Sociales,Doctorado en Ciencias Sociales
MAT_2024,3,,3.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN HISTORIA DE AMERICA LATINA,Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,7,3.0,4.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN NEUROCIENCIA SOCIAL,Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,6,6.0,,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN FUNDAMENTO Y PRAXIS DE LA CLINICA PSICOANALITICA DESDE WINNICOTT,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,22,14.0,8.0,12.0,5.0,7.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN FUNDAMENTO Y PRAXIS DE LA CLINICA PSICOANALITICA DESDE WINNICOTT (EN LINEA),Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,19,6.0,13.0,2.0,1.0,1.0,Región Metropolitana,SANTIAGO,SANTIAGO,ESPECIALIZACION EN MEDICINA DE URGENCIA,Salud,Postítulo en Salud
MAT_2024,3,,3.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN GESTION Y CONTROL TRIBUTARIO,Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,27,11.0,16.0,20.0,10.0,10.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN GESTION Y CONTROL TRIBUTARIO (EN LINEA),Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,29,16.0,13.0,7.0,3.0,4.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN ESCRITURA CREATIVA,Humanidades,Postítulo en Humanidades
MAT_2024,180,97.0,83.0,26.0,15.0,11.0,Región Metropolitana,SANTIAGO,SANTIAGO,CONTADOR AUDITOR,Administración y Comercio,Contador Auditor
MAT_2024,3,1.0,2.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN COMUNICACION EMPRESARIAL,Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,66,52.0,14.0,30.0,25.0,5.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO CONVIVENCIA ESCOLAR PARA LIDERES EDUCATIVOS (EN LINEA),Educación,Postítulo en Educación
MAT_2024,3,2.0,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN CORRECCION DE TEXTOS PROFESIONAL,Humanidades,Postítulo en Humanidades
MAT_2024,23,17.0,6.0,9.0,8.0,1.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN CORRECCION DE TEXTOS PROFESIONAL (EN LINEA),Humanidades,Postítulo en Humanidades
MAT_2024,19,19.0,,4.0,4.0,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN INTERACCIONES PARA EL DESARROLLO COGNITIVO Y SOCIOEMOCIONAL EN EDUCACION INICIAL (EN LINEA),Educación,Postítulo en Educación
MAT_2024,8,2.0,6.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN PERIODISMO DE INVESTIGACION CIPER-UDP,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,19,9.0,10.0,4.0,2.0,2.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN PERIODISMO DE INVESTIGACION CIPER-UDP (EN LINEA),Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,15,8.0,7.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN COMUNICACION MENCION EN COMUNICACION ESTRATEGICA Y/U OPINION PUBLICA,Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,31,20.0,11.0,18.0,12.0,6.0,Región Metropolitana,SANTIAGO,SANTIAGO,MAGISTER EN COMUNICACION MENCION EN COMUNICACION ESTRATEGICA Y/U OPINION PUBLICA (EN LINEA),Ciencias Sociales,Magister en Ciencias Sociales
MAT_2024,782,414.0,368.0,137.0,74.0,63.0,Región Metropolitana,SANTIAGO,SANTIAGO,ARQUITECTURA,Arte y Arquitectura,Arquitectura
MAT_2024,5,3.0,2.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN EDICION DE LITERATURA INFANTIL Y JUVENIL,Humanidades,Postítulo en Humanidades
MAT_2024,4,4.0,,3.0,3.0,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN EDICION DE LITERATURA INFANTIL Y JUVENIL (EN LINEA),Humanidades,Postítulo en Humanidades
MAT_2024,2,2.0,,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN PERITAJES PSICOLOGICOS EN TRIBUNALES DE FAMILIA,Derecho,Postítulo en Derecho
MAT_2024,19,9.0,10.0,2.0,1.0,1.0,Región Metropolitana,SANTIAGO,SANTIAGO,DOCTORADO EN ASTROFISICA,Ciencias Básicas,Doctorado en Ciencias Básicas
MAT_2024,7,3.0,4.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN ESTRATEGIAS ACTUALES EN ENDODONCIA CLINICA,Salud,Postítulo en Salud
MAT_2024,23,14.0,9.0,9.0,5.0,4.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN ESTRATEGIAS ACTUALES EN ENDODONCIA CLINICA (SEMIPRESENCIAL),Salud,Postítulo en Salud
MAT_2024,3,2.0,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN NEUROCIENCIA COGNITIVA Y SOCIAL,Ciencias Sociales,Postítulo en Ciencias Sociales
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN CALIDAD DE VIDA LABORAL Y RIESGOS PSICOSOCIALES,Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,3,2.0,1.0,2.0,1.0,1.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN CALIDAD DE VIDA LABORAL Y RIESGOS PSICOSOCIALES (EN LINEA),Administración y Comercio,Postítulo en Administración y Comercio
MAT_2024,4,3.0,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN REHABILITACION NEUROPSICOLOGICA DEL ADULTO,Salud,Postítulo en Salud
MAT_2024,31,21.0,10.0,17.0,10.0,7.0,Región Metropolitana,SANTIAGO,SANTIAGO,DIPLOMADO EN REHABILITACION NEUROPSICOLOGICA DEL ADULTO (EN LINEA),Salud,Postítulo en Salud
